,Ratings,Full_review
21604,2,Battery is not running 24hrs it's run only nearabout 7/8 hrs midd valum
21605,5,I am so happy my order this so cool Nice headphones
21606,5,Made in India product. Ordered couple of more mivi products and they are worth to buy. Thanks mivi.
21607,5,Made in India product with excellent build quality.
21608,1,Very bad sound
21609,4,I am using this from 2 days.. quite well.
21610,4,"Sound quality and battery backup is really good for the price. Cons are that the magnets are not that strong, The earcups fit is really bad it keeps falling even with large earcups. Noise cancellation is not that good but adjustable for the price. Rest all is great."
21611,3,"It's in this price all good looks good ,quality good , but the volume is not that much satisfied...But no problem it's ok in this range"
21612,1,poor voice quality headphone
21613,3,"Build quality is good, but start malfunctioning within a month. It get off in between watching videos automatically."
21614,4,youll get a good sound but base is not that good
21615,5,"Sound quality and battery backup is good,value for money"
21616,4,Mic is not as expected otherwise it's great
21617,5,Thanku for this product.... Ater the replacement i got the perfect one ❤❤
21618,5,Good Product
21619,2,Blutooth is okok
21620,5,Value for money
21621,5,"Very nice product ,"
21622,3,Sound and bass low.
21623,4,Good product and the build quality is also good thanks to mivi🤗
21624,1,It's badest product... I have ever used Calling quality very bad..
21625,5,Best quality product
21626,5,Superb Product 🔥🔥
21627,4,Bass is less but battery back up is lit...... Awesome 😎
21628,5,Good Product.
21629,1,Not working
21630,3,Phone Call voice is not perfect
21631,4,"Value for money , nice product"
21632,5,Very nice product In this price nothing any product has come
21633,5,Good product for price
21634,4,Expecting a little good build quality. But value for money👍👍
21635,5,Very nice product
21636,4,Go for it It's awesome
21637,3,Sound quality and base is not good ...
21638,5,Superb quality n made in india
21639,2,Products are but delivered very poor
21640,5,Nice sound & battary . Value for money .  I love mivi product
21641,4,Battery backup is good but sound quality is normal
21642,5,Best in class
21643,4,"As per the price the productis really worth for it, as the sound quality is really very good and clear the calling experience was also very good"
21644,2,Sound quality is average
21645,3,Bass will be lowest or never and calling time voice interpret. Improve in bass and sounds clearing.
21646,1,"Overall design and built quality was great, but sound is just pathetic, only bass no instrument separation, not clear sound."
21647,1,Don't buy this product 😔 Full money waste 😡🤬
21648,5,Compared to Boult. Loved mivi awesome sound clarity. Loved it. Dt think just go for it. Bought for 800rs. Bt ter no 2 device connection feature like Boult
21649,5,",bettry so good thanks for mivi"
21650,1,Worst product
21651,5,Product good ❤️
21652,1,"The Expections Failed! MIVI Team The Build Is So Cheap The Audio Quality Is More Cheap And It Making Me To Ask For Return It Is Literally Horrible! Cheap Plastic, Low Sound & No Satisfication! So Sorry To Say For My Indian Brand But It's True!"
21653,5,Nice
21654,4,In this price range this is best *sound quality very good *build quality in this price range realy best 👍 *bass is good This made in India product is really fabulous✨
21655,1,Nice
21656,4,"Wire length is too much.. if possible make it at least 2"" less in upcoming batch"
21657,5,I liked this product. 1.Awesome Sound Quality and bass. 2.Cool Design
21658,4,very good 👍 nice bass and sound quality 👌 great product but bluetooth connect lite slowly
21659,4,Very nice product
21660,4,Good product
21661,5,A VARI GOOD PODAKT
21662,5,It is extra ordinary.it sound is very smooth.VALUE FOR MONEY 💰
21663,3,This products is above average
21664,5,"The product is awesome, superb sound qality,bass amazing battery,very flexible and easy to use. Perfect for online class. I got it delivered within a day."
21665,5,Indian brands. This is so so superb headphones...Guyes you can buy without any hesitation.. I am using this is unbelievable. Proud to be indian brand.
21666,4,Value for money & call quality awesome.
21667,5,Everything is great
21668,5,I just ❤ this product and everybody also does like it too👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
21669,4,Good bass quality
21670,5,good itam and best qulity of sound mivi best product
21671,1,Very poor build quality look likes very cheap material
21672,5,It's awesome
21673,2,It's not comfortable. Also base is not good...
21674,2,Verry bad products
21675,1,Wrost product ever
21676,5,Excellent product 👌👌
21677,5,Ultimate product.. Must buy...by god...better than other realme or other similar price product...
21678,5,Just loved it
21679,5,Very good product with long battery life
21680,5,Very good product from mivi love it
21681,4,sometimes drops beat but good battery life support hd calling value for money
21682,2,Genuine honest review the sound quality is ok ok 3/5 but the bass is not good when you listen music in full volume then you realize that bass is persent bass is 2/5 design and build quality is good both 4/5 and 5/5 the if u wants this product for best music volume do plz not brought this product if u want this for call and office work so this product is good for u
21683,3,Nice
21684,5,Very good product
21685,1,Very worst product please don't purchase rhese
21686,5,awesome sound quality value for money
21687,5,Osm❣️❣️
21688,3,Not good as expected
21689,3,Power button is not okay with atten calls
21690,5,Ossam product and very fast delivery thank you Flipkart and thank you delivery boy 😍
21691,3,Perfect product
21692,1,Never buy this waste of money and time
21693,4,At this price all good....but sound is not loud as its need to be
21694,5,Good product 👍
21695,5,Awesome headphones..made in india too❣️
21696,5,Wow
21697,2,Bad
21698,5,Super
21699,5,Good pradact
21700,4,Quality and sound specially bass is best in 800 price range. Battery backup is ok ok as 1.5 day.
21701,5,Excellent product in this price range . I love it.
21702,5,Really awsome ..
21703,4,Osmm...but need some improvement...
21704,5,It's amezing sounds quality is good I'm happy with it
21705,5,Looking so awesome... Good quality.... Sound quality 👌👌👌
21706,5,Very very super quality
21707,3,Ok ok
21708,5,Nyc
21709,5,very good
21710,5,Looks great and awsm battery backup ... But there is slight time diff although it happens in every mid budget wireless headphones overall great choice thanxx mivi
